Name,Code,Price,PER,PBR,PSR,Date,YoY,QoQ,EYoY,EQoQ,reg_date
한세엠케이,069640,3445,-40.43,0.48,0.97,2020/09,0.29,-0.13,,,2021-01-15 13:53:42
현대백화점,069960,79000,49.3,0.37,2.79,2020/09,-0.27,4.52,-0.17,0.96,2021-01-15 13:53:43
용평리조트,070960,4360,2098.6,0.54,5.11,2020/09,0.15,-1.53,,,2021-01-15 13:53:43
한국금융지주,071050,86400,19.42,0.9,12.01,2020/09,0.81,-0.2,0.37,-0.2,2021-01-15 13:53:43
하이스틸,071090,19050,76.2,0.3,1.17,2020/09,-1.9,-1.6,,,2021-01-15 13:53:43
지역난방공사,071320,39100,-20.03,0.25,1.56,2020/09,-0.6,-0.69,0.63,-5.38,2021-01-15 13:53:43
코아스,071950,1230,-21.12,1.58,2.0,2020/09,-5.2,2.0,,,2021-01-15 13:53:43
STX중공업,071970,3850,-57.48,0.81,2.15,2020/09,-0.14,-1.09,,,2021-01-15 13:53:43
유엔젤,072130,3935,-173.07,1.55,8.11,2020/09,-2.0,-0.8,,,2021-01-15 13:53:44
농심홀딩스,072710,77200,30.09,0.37,2.78,2020/09,0.54,-0.36,,,2021-01-15 13:53:44
금호타이어,073240,3870,48.13,0.94,1.87,2020/09,3.14,-2.24,-0.13,-0.05,2021-01-15 13:53:44
이엔플러스,074610,4000,38.11,2.7,24.83,2020/09,-0.23,-4.33,,,2021-01-15 13:53:44
새론오토모티브,075180,6450,33.47,0.57,3.25,2020/09,-1.3,-1.07,,,2021-01-15 13:53:44
세진중공업,075580,6100,38.96,2.16,6.27,2020/09,-0.52,-1.58,-5.62,2.36,2021-01-15 13:53:44
유니퀘스트,077500,14200,61.53,1.77,3.63,2020/09,0.05,0.0,-3.25,-0.18,2021-01-15 13:53:44
STX엔진,077970,7360,-80.64,0.72,0.97,2020/09,-0.48,-0.74,,,2021-01-15 13:53:45
텔코웨어,078000,11700,59.75,1.05,12.9,2020/09,-0.21,-16.0,0.19,1.13,2021-01-15 13:53:45
에이블씨엔씨,078520,7830,-13.74,0.96,3.16,2020/09,0.89,0.48,,,2021-01-15 13:53:45
GS,078930,39750,13.62,0.33,0.94,2020/09,-0.14,2.01,-0.45,-0.45,2021-01-15 13:53:45
CJ CGV,079160,28450,-7.59,2.8,6.43,2020/09,-4.12,-0.26,-2.02,-0.54,2021-01-15 13:53:45
현대리바트,079430,16650,50.28,0.71,1.06,2020/09,0.29,-0.11,6.0,-0.13,2021-01-15 13:53:46
LIG넥스원,079550,32850,54.75,1.1,1.75,2020/09,-0.45,0.05,-1.84,0.15,2021-01-15 13:53:46
휴비스,079980,7880,23.04,0.64,1.05,2020/09,1.95,-0.28,-4.0,-0.45,2021-01-15 13:53:46
일진다이아,081000,50600,179.67,3.81,15.23,2020/09,0.71,1.41,,,2021-01-15 13:53:46
휠라홀딩스,081660,45950,29.35,1.42,3.04,2020/09,0.25,2.09,0.08,-0.41,2021-01-15 13:53:46
HSD엔진,082740,8060,-165.97,1.38,1.33,2020/09,0.83,-0.83,-2.08,2.73,2021-01-15 13:53:46
대한제강,084010,11050,5.82,0.46,1.02,2020/09,2.83,0.04,2.48,0.32,2021-01-15 13:53:46
동양고속,084670,24400,-19.1,0.63,3.62,2020/09,-2.48,0.04,,,2021-01-15 13:53:47
대상홀딩스,084690,10750,7.25,0.29,0.39,2020/09,0.36,-0.08,,,2021-01-15 13:53:47
엔케이,085310,1345,24.45,1.18,3.27,2020/09,-1.56,-5.75,,,2021-01-15 13:53:47
미래에셋생명,085620,3990,22.42,0.29,1.57,2020/09,0.29,-0.3,,,2021-01-15 13:53:47
현대글로비스,086280,187000,43.23,1.42,1.91,2020/09,-0.38,0.24,-0.15,0.21,2021-01-15 13:53:47
하나금융지주,086790,38150,14.87,0.36,4.69,2020/09,0.37,0.14,-0.26,-0.48,2021-01-15 13:53:47
한화생명,088350,3070,17.91,0.17,0.65,2020/09,1.35,0.68,,,2021-01-15 13:53:47
진도,088790,4385,-109.17,0.56,4.71,2020/09,2.0,-0.36,,,2021-01-15 13:53:48
HDC현대EP,089470,6680,28.41,0.71,1.24,2020/09,0.05,0.08,,,2021-01-15 13:53:48
제주항공,089590,20850,-12.02,3.9,13.47,2020/09,3.03,-0.18,0.46,-0.06,2021-01-15 13:53:48
평화산업,090080,1245,-17.53,2.77,0.79,2020/09,-0.6,-0.77,,,2021-01-15 13:53:48
노루페인트,090350,9400,23.5,0.56,1.18,2020/09,0.04,0.06,,,2021-01-15 13:53:48
메타랩스,090370,1000,318.45,0.94,3.56,2020/09,-2.67,4.0,,,2021-01-15 13:53:48
아모레퍼시픽,090430,220500,1841.43,2.85,11.84,2020/09,-0.48,0.59,-0.36,-0.48,2021-01-15 13:53:48
세원셀론텍,091090,2955,-52.61,1.04,7.11,2020/09,-0.11,-6.67,,,2021-01-15 13:53:49
티웨이항공,091810,2850,-6.55,2.98,4.35,2020/09,2.21,-0.36,0.9,0.29,2021-01-15 13:53:49
디아이씨,092200,5280,-14.06,1.57,1.6,2020/09,1.09,-0.52,,,2021-01-15 13:53:49
KEC,092220,2970,-495.17,1.63,6.41,2020/09,-0.71,-1.17,,,2021-01-15 13:53:49
KPX홀딩스,092230,57300,23.06,0.19,0.98,2020/09,0.01,0.22,,,2021-01-15 13:53:49
기신정기,092440,3840,112.13,0.47,3.68,2020/09,-0.33,-0.42,,,2021-01-15 13:53:49
동양피스톤,092780,6500,71.33,0.82,0.95,2020/09,-0.12,-2.09,,,2021-01-15 13:53:49
LF,093050,14850,-1447.38,0.31,1.26,2020/09,-1.46,-1.06,0.39,-19.1,2021-01-15 13:53:49
이아이디,093230,286,-18.19,1.27,5.01,2020/09,13.4,-25.0,,,2021-01-15 13:53:50
형지엘리트,093240,5120,-145.01,2.58,6.36,2020/09,-0.29,-2.25,,,2021-01-15 13:53:50
후성,093370,12050,929.93,4.61,15.74,2020/09,-0.42,0.36,-2.08,0.03,2021-01-15 13:53:50
효성 ITX,094280,20950,73.38,4.76,2.15,2020/09,0.35,0.08,,,2021-01-15 13:53:50
AJ네트웍스,095570,4510,-28.16,0.65,0.68,2020/09,0.31,0.45,,,2021-01-15 13:53:50
웅진씽크빅,095720,2705,33.78,0.83,1.91,2020/09,0.82,0.78,0.21,-0.1,2021-01-15 13:53:50
JW홀딩스,096760,5580,57.0,1.14,1.91,2020/09,-0.25,2.35,,,2021-01-15 13:53:51
SK이노베이션,096770,262500,-1507.6,1.54,2.88,2020/09,-1.09,-0.93,-2.21,3.98,2021-01-15 13:53:51
한진중공업,097230,6980,14.28,1.66,1.23,2020/09,2.5,110.25,,,2021-01-15 13:53:51
CJ제일제당,097950,437000,34.77,0.64,1.04,2020/09,0.47,0.04,0.21,-0.19,2021-01-15 13:53:51
비상교육,100220,6410,-21.92,0.44,2.15,2020/09,14.0,-0.48,,,2021-01-15 13:53:51
진양홀딩스,100250,2770,309.66,0.4,2.75,2020/09,0.21,0.18,,,2021-01-15 13:53:52
S&TC,100840,15450,38.66,0.47,1.9,2020/09,0.01,-0.05,,,2021-01-15 13:53:52
SBS미디어홀딩스,101060,1900,-4.18,0.51,5.93,2020/09,0.33,-0.6,,,2021-01-15 13:53:52
해태제과식품,101530,8120,24.13,0.9,1.78,2020/09,-0.07,-0.53,,,2021-01-15 13:53:53
동성코퍼레이션,102260,4895,14.85,0.5,1.01,2020/09,0.75,0.24,,,2021-01-15 13:53:53
쌍방울,102280,659,175.26,0.71,6.23,2020/09,-2.0,-0.67,,,2021-01-15 13:53:53
이연제약,102460,20750,399.09,1.62,10.85,2020/09,-0.72,-0.22,,,2021-01-15 13:53:53
풍산,103140,29800,25.0,0.59,1.32,2020/09,241.0,1.3,2.16,0.09,2021-01-15 13:53:54
일진전기,103590,3345,310.08,0.4,0.64,2020/09,1.1,1.2,,,2021-01-15 13:53:54
KB금융,105560,45200,15.74,0.45,5.25,2020/09,0.13,0.02,0.04,-0.43,2021-01-15 13:53:54
한세실업,105630,15600,14.96,1.32,0.98,2020/09,0.29,-34.6,-3.49,-0.79,2021-01-15 13:53:54
우진,105840,4715,7.27,0.71,5.57,2020/09,-2.73,2.71,,,2021-01-15 13:53:55
미원홀딩스,107590,78800,26.5,0.87,2.66,2020/09,2.05,0.1,,,2021-01-15 13:53:55
LG하우시스,108670,76700,12.83,0.7,0.89,2020/09,0.13,1.13,4.09,-0.42,2021-01-15 13:53:55
컨버즈,109070,4100,-37.33,18.67,2.99,2020/09,-0.56,-0.43,,,2021-01-15 13:53:55
호전실업,111110,9210,16.75,0.63,0.78,2020/09,-0.6,6.67,,,2021-01-15 13:53:56
영원무역,111770,33250,16.84,0.69,1.82,2020/09,0.55,1.11,0.28,-0.59,2021-01-15 13:53:56
씨에스윈드,112610,161000,133.8,5.62,10.18,2020/09,0.73,0.31,0.66,-0.18,2021-01-15 13:53:56
GKL,114090,16200,-43.95,1.92,28.8,2020/09,-2.01,-0.03,-2.37,0.01,2021-01-15 13:53:56
락앤락,115390,11550,111.76,0.91,4.66,2020/09,0.52,1.11,,,2021-01-15 13:53:56
대성에너지,117580,5160,-23.26,0.46,1.55,2020/09,0.56,-5.11,,,2021-01-15 13:53:56
우리들휴브레인,118000,2575,41.86,1.98,21.63,2020/09,-6.0,-0.29,,,2021-01-15 13:53:56
KC코트렐,119650,11800,-28.41,2.51,2.01,2020/09,-13.25,-0.17,,,2021-01-15 13:53:56
코오롱인더,120110,42450,89.47,0.51,1.2,2020/09,-0.44,-0.22,2.88,0.53,2021-01-15 13:53:57
아이마켓코리아,122900,8400,27.28,0.72,0.41,2020/09,-0.21,-0.08,,,2021-01-15 13:53:57
한국화장품,123690,12800,-38.09,5.84,12.94,2020/09,0.02,0.71,,,2021-01-15 13:53:57
에스제이엠,123700,3560,34.72,0.32,1.53,2020/09,-0.24,-2.0,,,2021-01-15 13:53:57
한국자산신탁,123890,3900,13.78,0.66,8.48,2020/09,0.53,0.1,0.07,-0.28,2021-01-15 13:53:57
현대퓨처넷,126560,3670,54.51,0.54,5.81,2020/09,-0.26,-0.31,,,2021-01-15 13:53:57
대성산업,128820,3310,-27.22,0.38,0.71,2020/09,-2.2,-2.5,,,2021-01-15 13:53:58
한미약품,128940,360500,-139.56,5.39,16.31,2020/09,-2.3,-4.05,-0.26,-1.68,2021-01-15 13:53:58
인터지스,129260,4410,,0.7,1.17,2020/09,-0.49,1.25,,,2021-01-15 13:53:58
한전산업,130660,4340,19.12,1.5,2.05,2020/09,0.0,-0.03,,,2021-01-15 13:53:58
선진,136490,13700,15.44,0.83,0.97,2020/09,0.69,-0.36,,,2021-01-15 13:53:58
메리츠금융지주,138040,9870,5.32,0.19,2.75,2020/09,0.89,0.03,,,2021-01-15 13:53:59
엔에스쇼핑,138250,14150,140.23,1.12,3.9,2020/09,-0.04,-5.0,4.2,-0.25,2021-01-15 13:53:59
코오롱플라스틱,138490,4890,309.7,0.97,2.42,2020/09,-0.97,-1.03,-3.62,20.0,2021-01-15 13:53:59
BNK금융지주,138930,5880,13.0,0.2,2.38,2020/09,-0.22,-0.19,0.37,-0.51,2021-01-15 13:53:59
DGB금융지주,139130,7340,12.0,0.21,2.45,2020/09,0.23,-0.01,0.29,-0.46,2021-01-15 13:53:59
이마트,139480,174500,40.57,0.46,0.82,2020/09,0.3,-4.19,-7.84,-0.55,2021-01-15 13:53:59
핸즈코퍼레이션,143210,8380,-229.01,0.56,1.19,2020/09,-1.18,-0.14,,,2021-01-15 13:53:59
세화아이엠씨,145210,579,-17.47,0.91,3.09,2020/09,0.29,-0.04,,,2021-01-15 13:53:59
덴티움,145720,46000,99.84,2.33,8.2,2020/09,0.14,0.88,0.71,0.06,2021-01-15 13:54:00
삼양사,145990,63000,19.87,0.49,1.2,2020/09,0.46,0.64,,,2021-01-15 13:54:00
하이골드3호,153360,1170,-9.95,0.71,9.45,2020/09,-0.83,-0.75,,,2021-01-15 13:54:00
DSR,155660,5800,48.84,0.57,1.77,2020/09,-0.14,-0.37,,,2021-01-15 13:54:01
바다로19호,155900,2270,-38.34,0.8,17.25,2020/09,2.33,0.11,,,2021-01-15 13:54:01
애경유화,161000,9400,20.63,0.78,1.24,2020/09,0.04,0.68,1.37,-0.26,2021-01-15 13:54:01
한국타이어앤테크놀로지,161390,40050,34.89,0.67,2.63,2020/09,0.25,2.21,0.58,-0.18,2021-01-15 13:54:01
한국콜마,161890,53500,76.51,1.4,3.85,2020/09,0.05,-0.31,-0.23,0.48,2021-01-15 13:54:01
동일고무벨트,163560,10200,-278.46,0.7,2.45,2020/09,-0.81,-0.85,,,2021-01-15 13:54:01
동아에스티,170900,86100,173.1,1.08,4.99,2020/09,-0.68,-1.72,,,2021-01-15 13:54:01
하이골드12호,172580,1935,-18.03,0.84,13.29,2020/09,-0.89,-1.5,,,2021-01-15 13:54:01
JB금융지주,175330,5820,9.74,0.29,2.55,2020/09,0.19,0.17,0.02,-0.49,2021-01-15 13:54:02
한진칼,180640,66400,-48.56,4.01,46.88,2020/09,97.83,-0.18,-0.04,-0.23,2021-01-15 13:54:02
엔에이치엔,181710,75400,45.96,0.78,3.52,2020/09,0.25,0.04,0.86,0.19,2021-01-15 13:54:02
아세아시멘트,183190,83200,40.52,0.4,1.75,2020/09,0.43,-0.05,,,2021-01-15 13:54:02
종근당,185750,210500,69.51,4.41,6.71,2020/09,1.47,0.33,,,2021-01-15 13:54:02
더블유게임즈,192080,62200,30.64,1.2,6.6,2020/09,0.31,-0.17,0.41,0.12,2021-01-15 13:54:02
쿠쿠홀딩스,192400,95400,24.58,0.91,4.74,2020/09,0.52,-0.04,,,2021-01-15 13:54:02
드림텍,192650,11350,66.29,2.64,2.03,2020/09,0.26,-2.83,,,2021-01-15 13:54:02
코스맥스,192820,99700,1669.97,3.08,3.12,2020/09,0.34,-0.47,0.17,0.42,2021-01-15 13:54:02
제이에스코퍼레이션,194370,7280,27.74,0.63,0.97,2020/09,-0.37,0.71,,,2021-01-15 13:54:02
해성디에스,195870,27250,55.15,2.01,3.89,2020/09,0.39,-0.15,-0.23,-0.28,2021-01-15 13:54:02
서연이화,200880,8470,61.87,0.35,0.43,2020/09,12.67,-3.45,,,2021-01-15 13:54:02
만도,204320,71700,85.89,2.0,2.24,2020/09,-0.07,-1.86,0.31,0.29,2021-01-15 13:54:03
삼성바이오로직스,207940,804000,948.25,11.82,193.72,2020/09,1.39,-0.3,-0.36,0.21,2021-01-15 13:54:03
디와이파워,210540,12600,19.6,0.76,2.23,2020/09,-0.08,-0.24,,,2021-01-15 13:54:03
SK디앤디,210980,45100,32.81,1.57,2.58,2020/09,1.72,0.45,-0.54,-0.61,2021-01-15 13:54:03
한솔제지,213500,13200,26.18,0.49,0.9,2020/09,-0.35,-0.44,,,2021-01-15 13:54:03
이노션,214320,62700,60.58,1.6,4.44,2020/09,-0.05,0.69,-0.05,0.41,2021-01-15 13:54:03
금호에이치티,214330,2380,-143.73,1.22,4.25,2020/09,-2.29,0.2,,,2021-01-15 13:54:03
토니모리,214420,9000,-37.8,1.99,6.38,2020/09,1.33,-0.33,,,2021-01-15 13:54:04
잇츠한불,226320,27050,-123.58,1.27,19.07,2020/09,22.0,4.75,,,2021-01-15 13:54:04
현대코퍼레이션홀딩스,227840,11000,20.86,0.53,2.77,2020/09,0.03,0.03,0.81,-0.03,2021-01-15 13:54:04
LS전선아시아,229640,7740,87.79,1.52,1.62,2020/09,-0.2,9.2,-0.16,0.14,2021-01-15 13:54:04
JW생명과학,234080,21800,43.15,2.51,7.46,2020/09,0.34,-0.08,,,2021-01-15 13:54:04
두산밥캣,241560,32450,46.87,0.78,2.97,2020/09,0.05,0.77,-0.0,-0.09,2021-01-15 13:54:04
화승엔터프라이즈,241590,13600,196.02,1.54,3.61,2020/09,-0.64,-0.23,-0.24,1.84,2021-01-15 13:54:04
에이플러스에셋,244920,5390,19.94,1.18,1.62,2020/09,-0.22,0.3,,,2021-01-15 13:54:04
샘표식품,248170,53300,20.12,1.28,2.81,2020/09,0.51,0.03,,,2021-01-15 13:54:04
일동제약,249420,20000,528.96,1.83,3.24,2020/09,58.0,-0.21,,,2021-01-15 13:54:05
넷마블,251270,124000,115.06,2.0,16.57,2020/09,0.03,0.07,0.73,0.01,2021-01-15 13:54:05
현대중공업지주,267250,273500,124.53,0.37,0.94,2020/09,-0.54,-0.03,0.58,0.57,2021-01-15 13:54:05
현대일렉트릭,267260,17850,98.99,0.94,1.62,2020/09,-8.35,0.61,-1.71,-0.04,2021-01-15 13:54:05
현대건설기계,267270,35500,131.96,0.43,1.12,2020/09,-0.3,-0.37,1.55,-0.33,2021-01-15 13:54:05
경동도시가스,267290,18900,-557.08,0.32,0.66,2020/09,-1.67,-1.4,,,2021-01-15 13:54:05
미원에스씨,268280,109500,68.94,2.12,6.49,2020/09,-0.07,-0.28,,,2021-01-15 13:54:05
오리온,271560,121500,62.38,2.56,8.04,2020/09,0.06,0.25,0.09,-0.01,2021-01-15 13:54:05
제일약품,271980,54000,1985.17,4.55,4.58,2020/09,-0.52,-0.73,,,2021-01-15 13:54:05
한화시스템,272210,18600,65.5,2.07,5.4,2020/09,0.68,1.46,0.0,-0.46,2021-01-15 13:54:05
롯데제과,280360,113000,26.37,0.55,1.3,2020/09,0.24,0.87,,,2021-01-15 13:54:06
BGF리테일,282330,145000,48.66,3.73,1.49,2020/09,-0.02,0.43,0.01,-0.29,2021-01-15 13:54:06
동아타이어,282690,10550,35.34,0.4,3.78,2020/09,0.07,1.18,,,2021-01-15 13:54:06
쿠쿠홈시스,284740,38750,36.84,1.64,4.26,2020/09,0.05,-0.21,0.79,-0.08,2021-01-15 13:54:06
SK케미칼,285130,349500,114.3,4.11,11.65,2020/09,3.51,1.97,-0.02,-0.03,2021-01-15 13:54:06
롯데정보통신,286940,40750,75.59,1.56,2.84,2020/09,0.93,-0.12,0.12,0.72,2021-01-15 13:54:06
신한알파리츠,293940,7000,,1.03,,2020/09,-1.0,-1.0,,,2021-01-15 13:54:06
HDC현대산업개발,294870,27650,-24.33,0.69,2.24,2020/09,0.41,-0.1,-0.24,-0.08,2021-01-15 13:54:06
효성화학,298000,174000,88.1,1.27,1.14,2020/09,-0.55,5.92,0.21,0.18,2021-01-15 13:54:07
효성티앤씨,298020,250000,21.34,1.74,0.83,2020/09,-0.28,-9.07,-0.08,0.17,2021-01-15 13:54:07
효성중공업,298040,65100,36.13,0.62,0.92,2020/09,0.06,-0.62,0.43,0.93,2021-01-15 13:54:07
효성첨단소재,298050,165500,78.88,1.98,1.16,2020/09,-0.69,-1.28,0.11,0.72,2021-01-15 13:54:07
에어부산,298690,3900,-7.49,10.66,5.88,2020/09,1.17,-0.18,,,2021-01-15 13:54:07
한일시멘트,300720,109000,23.37,0.58,3.0,2020/09,1.88,,,,2021-01-15 13:54:07
현대오토에버,307950,125000,173.84,4.84,6.61,2020/09,0.08,-0.16,0.12,0.26,2021-01-15 13:54:07
센트랄모텍,308170,31450,-902.62,2.73,3.34,2020/09,-0.87,-0.82,,,2021-01-15 13:54:07
우리금융지주,316140,9920,13.73,0.27,3.15,2020/09,0.02,0.69,-0.04,-0.39,2021-01-15 13:54:07
현대에너지솔루션,322000,40950,-73.97,1.45,5.84,2020/09,-0.3,1.81,-0.26,-0.13,2021-01-15 13:54:07
에스케이바이오팜,326030,153000,-189.89,27.06,3072.28,2020/09,0.25,0.09,,,2021-01-15 13:54:07
이지스밸류플러스리츠,334890,4700,,0.73,,2020/08,,-1.0,,,2021-01-15 13:54:08
두산솔루스,336370,51600,-686.28,10.16,21.33,2020/09,,-0.34,-0.13,0.19,2021-01-15 13:54:08
교촌에프앤비,339770,18700,-300.97,4.53,3.56,2020/06,-0.28,,,,2021-01-15 13:54:08
빅히트,352820,157000,,20.75,,2020/06,,,,,2021-01-15 13:54:08
대덕전자,353200,14550,211.48,1.1,2.89,2020/09,,1.75,,,2021-01-15 13:54:08
티와이홀딩스,363280,28450,81.44,0.97,14.08,2020/09,,,,2.79,2021-01-15 13:54:09
엘브이엠씨,900140,4115,-35.06,0.67,3.14,2020/09,-0.8,-0.31,,,2021-01-15 13:54:09
